,Date,ID,url,username,source,location,tweet,num_of_likes,num_of_retweet
1355,2023-02-20 05:40:34+00:00,1627543713722368000,https://twitter.com/makinthemagic/status/1627543713722368000,makinthemagic,Twitter Web App,847,#DonaldTrump @realDonaldTrump #ChatGPT https://t.co/OKdhrXVp3y,0,0
1356,2023-02-20 05:40:30+00:00,1627543696299139072,https://twitter.com/BethRob04586933/status/1627543696299139072,BethRob04586933,Twitter Web App,,"OAN Investigates: Biden’s bouncing documents
Democrats screamed that former Pres. Donald Trump’s classified document scandal made him unfit to hold office.  Despite that, Pres. Joe Biden ended up with egg on his face yet again.
Tune in as Daniel Baldwin explains it all in this ed",0,0
1357,2023-02-20 05:40:29+00:00,1627543692134285313,https://twitter.com/Sultan4Oz/status/1627543692134285313,Sultan4Oz,Twitter for iPhone,Rome,"Let me get this straight: Donald Trump supported DeSantis from 2012-2022, but now he’s a RINO? https://t.co/zijxEemcCY",82,16
1358,2023-02-20 05:40:28+00:00,1627543691266080768,https://twitter.com/LinhJahnke/status/1627543691266080768,LinhJahnke,Twitter for iPhone,,Kayleigh McEnany stunned Donald Trump with what she just admitted about Ron DeSantis https://t.co/Tnb17IBBfE via @Right News Wire,0,0
1359,2023-02-20 05:40:06+00:00,1627543596751618048,https://twitter.com/JoyZurky/status/1627543596751618048,JoyZurky,Twitter for Android,VénusFâme MissTerrienne💜🧚🌠,"#EastPalestineOhio ⏰☣🇺🇸🙏❤🙏

Cette semaine visite prévue du🙏❤🇺🇸 #PresidentTrump #DonaldTrump

Merci de vos tweets CBKNEWS🙏🇺🇸❤",0,0
1360,2023-02-20 05:39:58+00:00,1627543563507535872,https://twitter.com/ActuaIIyBarron/status/1627543563507535872,ActuaIIyBarron,Twitter for iPhone,,"Donald Trump will be creating his OWN political party

The TRUMP party",409,59
1361,2023-02-20 05:39:53+00:00,1627543541995171842,https://twitter.com/lechefwayne1/status/1627543541995171842,lechefwayne1,Twitter for iPad,"Alberta, Canada",@patriottakes Cute young thing marries portly old bloke 😂😂😂 #DonaldTrump #maralargo,0,0
1362,2023-02-20 05:39:37+00:00,1627543475116810240,https://twitter.com/Jose96699703/status/1627543475116810240,Jose96699703,Twitter Web App,Valencia,"Nace la primera televisión conservadora de habla hispana en EEUU liderada por exasesores de Donald Trump.
https://t.co/f8Iky8VUxk",0,0
1363,2023-02-20 05:39:33+00:00,1627543458066886657,https://twitter.com/Petriot15/status/1627543458066886657,Petriot15,Twitter Web App,"Reston, VA",@Quartinha__ @Sahelenaa @kathe62567628 @D__Toretto @fer79crf @101_rangel @__FabyCosta @CasanovaX8X @JTPJAMW1 @lunayessih @Magdale_Aguilar @MarthaCandia21 @maralinda67 @Ldovyka Thank you very much dear friend I hope you are always happy and healthy and these trains continue to join Donald Trump and just support him and I will also get on the train to enjoy riding your train,0,0
1364,2023-02-20 05:39:16+00:00,1627543388466675712,https://twitter.com/ChrisRent01/status/1627543388466675712,ChrisRent01,Twitter for Android,,@HawkeyePacker81 @KariLake Marjorie Taylor Greene is totally awesome too!  I hope she is Donald Trump's pick fir vice!  What a great team that will be.   I can't wait to see them in power for 4 long years!,0,0
1365,2023-02-20 05:39:02+00:00,1627543328471531528,https://twitter.com/NanLee1124/status/1627543328471531528,NanLee1124,Twitter for iPhone,U. S. A. ,“My primary mission right now is to help Donald Trump get back to the White House in the 2024 election” and to “execute that mission…we have to explain to the American people what MAGA represents…” @RealPNavarro #Trump2024 #MAGA🇺🇸,31,17
1366,2023-02-20 05:39:02+00:00,1627543327313731585,https://twitter.com/Jakob2PS/status/1627543327313731585,Jakob2PS,Twitter for Android, Sverige,@beckmansasikter @FoxNews Tittar mest på Al Jezeera. Lite på BBC också. Men kanske FoxNews tar upp världsnyhetet ur ett annat perspektiv? Din förebild Donald Trump föredrar väl också FoxNews.,1,0
1367,2023-02-20 05:38:01+00:00,1627543071914135552,https://twitter.com/GarciaRfgarcia/status/1627543071914135552,GarciaRfgarcia,Twitter for iPhone,,"@TomiLahren Why should Biden go to Ohio? It was Trump that repealed the Obama safety regulation for trains with hazardous chemicals. The train derailment in East Palestine Ohio was directly the fault of Donald Trump. The whole world knows what a sorry, corrupt &amp; pathetic POTUS Trump was.",1,0
1368,2023-02-20 05:37:56+00:00,1627543053689929728,https://twitter.com/randomtrump1/status/1627543053689929728,randomtrump1,Random Trump,,Random Trump https://t.co/8BoT4F1EbT - #randomtrump #trump #donaldtrump #giphy #gif #gifs https://t.co/aIO0pzPzpY,0,0
1369,2023-02-20 05:37:55+00:00,1627543048212340736,https://twitter.com/catale7a/status/1627543048212340736,catale7a,Twitter Web App,Singapore,"Now Let's see what George Soros said about Donald Trump

It's BRUTAL

""Trump is a deeply flawed character, whose narcissism grew into a disease""

A lot more... listen here https://t.co/CDknSc34Rt",76,28
1370,2023-02-20 05:37:45+00:00,1627543005056888832,https://twitter.com/AndreaMatthews9/status/1627543005056888832,AndreaMatthews9,Twitter for iPhone,East Coast,"Donald Trump ordered to pay $110,000 for contempt in New York AG civil fraud investigation - USA TODAY https://t.co/YwT9qbEnGd",0,0
1371,2023-02-20 05:37:28+00:00,1627542932440899584,https://twitter.com/seminefrius/status/1627542932440899584,seminefrius,Twitter for iPhone,"Scranton, PA",@ProjectLincoln Lol. Get this though. There are still suckers out there who actually believe Donald Trump is “a conservative”.,5,0
1372,2023-02-20 05:37:21+00:00,1627542903437524992,https://twitter.com/landofdrea/status/1627542903437524992,landofdrea,Twitter for iPhone,,@RepMTG Ya. Donald Trump. The biggest grifter around.,0,0
1373,2023-02-20 05:37:18+00:00,1627542893886857216,https://twitter.com/Petriot15/status/1627542893886857216,Petriot15,Twitter Web App,"Reston, VA","@Annah__18 @SouLiberdade_ @Umaangel___ @DeiOPeNoCoringa @MaravilhosaGal @ClaireFraserSDV @hudgalo @EliArtFashion @ribeiroo_brunoo @Annah__S @OhHomiCarente @MarineteSDV @sramamamya Awesome and beautiful, I hope you're always happy and bouncing and these trains continue to join Donald Trump and just support him and I'll get on the train to enjoy riding with you. 
So don't forget.",0,0
1374,2023-02-20 05:37:07+00:00,1627542847108046848,https://twitter.com/NoOneUnscripted/status/1627542847108046848,NoOneUnscripted,Twitter Web App,Inside Your Head,Donald Trump is a national security threat to the United States. https://t.co/9pn1BdkQks,30,9
1375,2023-02-20 05:37:01+00:00,1627542820906061825,https://twitter.com/Datboy_shad/status/1627542820906061825,Datboy_shad,Twitter for iPhone,,"@FOX8NOLA She ain’t got nothing on Donald Trump, and he was the president",4,0
1376,2023-02-20 05:36:59+00:00,1627542812622467074,https://twitter.com/dudestir127/status/1627542812622467074,dudestir127,Twitter Web App,"Honolulu, HI","@RepMTG I can think of a few grifters and liars who mislead your base: Charlie Kirk, Marjorie Taylor Greene, Lauren Boebert, Donald Trump, Jim Jordan, Jack Posobiec, Catturd, etc",4,0
1377,2023-02-20 05:36:54+00:00,1627542793211240449,https://twitter.com/KARYNRIEDELL/status/1627542793211240449,KARYNRIEDELL,Twitter Web App,"Flagstaff, Arizona",How did our country sink so low? From Jimmy Carter to Donald Trump?,6,0
1378,2023-02-20 05:36:07+00:00,1627542593037910016,https://twitter.com/michalski_v/status/1627542593037910016,michalski_v,Twitter Web App,,"We cannot allow the FBI to go before a Democrat Judge to wrongly accuse Donald Trump because he knows the CORRUPTION of the Democrats by the Chinese. If the FBI breaks our law, which IS the CONSTITUTION, then they have VIOLATED any claim of being American Agency. Call Congressmen",0,0
1379,2023-02-20 05:35:58+00:00,1627542556841222144,https://twitter.com/onerivermike/status/1627542556841222144,onerivermike,Twitter for Android,Western Canada,@LiberTexMex I can't get over how similar she and Donald Trump are in personality and even looks. His hatred of her is total projection.,0,0
1380,2023-02-20 05:35:44+00:00,1627542497147723778,https://twitter.com/midnightridepod/status/1627542497147723778,midnightridepod,Twitter Web App,,"Ambassador Haley has the right idea.  But here at The Midnight Ride, we propose a constitutional amendment banning anyone above the age of 75 from assuming the office of the presidency.
#NikkiHaley #DonaldTrump #HillaryClinton #Bernie #JoeBiden #Constitution",0,0
1381,2023-02-20 05:35:42+00:00,1627542491401535488,https://twitter.com/Petriot15/status/1627542491401535488,Petriot15,Twitter Web App,"Reston, VA","@KaryMel0 You're great and beautiful, and you have a beautiful body, you just have to join Donald Trump, if you join Donald Trump, you're going to be more beautiful.",2,0
1382,2023-02-20 05:34:49+00:00,1627542267446657024,https://twitter.com/Lottowinhabs22/status/1627542267446657024,Lottowinhabs22,Twitter Web App,bonavista nl,@Chale333 @SagED_UP Donald trump ha ha ha. He was the worse and it’s not even close.,0,0
1383,2023-02-20 05:34:11+00:00,1627542107035701249,https://twitter.com/PragativadiNews/status/1627542107035701249,PragativadiNews,Twitter for Android,"Bhubaneswar, India","ChatGPT lists Elon Musk, Donald Trump, Putin as ‘controversial’ public figures

#ChatGTP #ElonMusk 

https://t.co/4ZjoCZTAJ9",0,0
1384,2023-02-20 05:34:09+00:00,1627542098189729793,https://twitter.com/TichysEinblick/status/1627542098189729793,TichysEinblick,Twitter Web App,Germany,"Mehr Stimmen als Wähler: weitere Ungereimtheiten in Berliner Wahllokalen ++ Brandenburg: grüne Landesvorsitzende wirft eineinhalb Jahre vor Landtagswahl hin ++ innerparteiliche Konkurrenz für Donald Trump ++ London: Journalisten müssen in Brauerei arbeiten
https://t.co/MYLGAKzx5T",61,6
1385,2023-02-20 05:34:02+00:00,1627542071992098817,https://twitter.com/TeamAdamForever/status/1627542071992098817,TeamAdamForever,Twitter for iPhone,,"Arrest Donald Trump, every MAGA Republican involved and every so called journalist involved with spreading the Big Lie because they tried to overthrow the government so that Donald Trump would become dictator of this country. https://t.co/cskfZn84wz",1,1
1386,2023-02-20 05:33:36+00:00,1627541963393187846,https://twitter.com/PissdrunkBrad/status/1627541963393187846,PissdrunkBrad,Twitter for iPhone,,This isn’t a paid advertisement just so you guys know but it’s Presidents’ Day and I’m asking all of you to vote Donald Trump not just for yourself but for your beautiful cousins and sisters,1,0
1387,2023-02-20 05:33:33+00:00,1627541948855898112,https://twitter.com/BreakingMoney_/status/1627541948855898112,BreakingMoney_,dlvr.it,USA,What Donald Trump's Second Wife Did After Their Divorce https://t.co/AsS4LK7piF,0,0
1388,2023-02-20 05:33:28+00:00,1627541928446394369,https://twitter.com/BilboBagDragon/status/1627541928446394369,BilboBagDragon,Twitter Web App,USA,"@JEGSpro @Newsfeed_reader @fakedansavage If NFL players abused children as much as people from the church, the MAGA crowd would storm every stadium like Donald Trump lost another election.",0,0
1389,2023-02-20 05:33:26+00:00,1627541920745660416,https://twitter.com/MaquisVive/status/1627541920745660416,MaquisVive,Twitter Web App,La résistance est la GAUCHE,Leaked Pentagon Says Donald Trump Should Be Charged With Treason For January 6 https://t.co/tABfJqDFLA,0,0
1390,2023-02-20 05:33:11+00:00,1627541858543960066,https://twitter.com/haraldjensen11/status/1627541858543960066,haraldjensen11,Twitter for Android,,"@shmglsky @abetterworld98 @ReedVoluntarist And I won't count state funded russian media on economy or war, because they're as trustworthy as Donald trump answering ""why Donald trump is the best president ever""",0,0
1391,2023-02-20 05:33:08+00:00,1627541843373162496,https://twitter.com/nimykss/status/1627541843373162496,nimykss,Twitter for iPhone,"São Paulo, Brasil","top 3 pessoas laranjas que eu tenho medo
1 donald trump
2 virginia fonseca
3 jade picon",2,1
1392,2023-02-20 05:33:04+00:00,1627541826600067072,https://twitter.com/gutrudedaniels/status/1627541826600067072,gutrudedaniels,Twitter for iPhone,,@SpeakerMcCarthy @RepMcCaul @SteveScalise Who you think is thinking about your mess?  What’s the reason for the letter to be posted on twitter?  You sir is so weak because Donald trump is calling the shots along with Steven Miller. You turn the other cheek cause you are not a leader. Big bad Kevin goes to the border.,0,0
1393,2023-02-20 05:32:50+00:00,1627541769918324736,https://twitter.com/randomtrump1/status/1627541769918324736,randomtrump1,Random Trump,,Random Trump https://t.co/tNkQUY3qED - #randomtrump #trump #donaldtrump #giphy #gif #gifs https://t.co/pM8Z3LaLnp,0,0
1394,2023-02-20 05:32:42+00:00,1627541734409502720,https://twitter.com/edubies/status/1627541734409502720,edubies,Twitter for iPhone,,@NikkiHaley @kontentkim @donaldtrump,0,0
1395,2023-02-20 05:32:41+00:00,1627541730789654528,https://twitter.com/porkforest/status/1627541730789654528,porkforest,Twitter Web App,,"@SecretaryPete Why did it take the threat of Donald Trump to spur action from this administration? You are incompetent.

Resign.",0,0
1396,2023-02-20 05:32:32+00:00,1627541691053006854,https://twitter.com/TMunagama/status/1627541691053006854,TMunagama,Twitter for Android,Hong Kong,"@RavishankerRat3 @Welikumbura I have come to My assumptions, so let me come to your western countries, and advanced economics 🤣, ever heard about, Cambridge analytica and how, Donald trump manipulated, data and social media algos to become the president. I figured out, you still in a westernized",0,0
1397,2023-02-20 05:32:08+00:00,1627541590981111808,https://twitter.com/smilingCatassin/status/1627541590981111808,smilingCatassin,Twitter Web App,"Litter Tray, Hades","@RepMTG When you say grifters and liars;
Do you mean Fox News &amp; people like Mike Lindell, Sydney Powell, Donald Trump, Junior, Lauren Boebert, Charlie Kirk, Jack Posobiec, Dinesh D'Souza... yourself?

Asking the pertinent questions for those who are inquisitive.",0,0
1398,2023-02-20 05:31:36+00:00,1627541456360558592,https://twitter.com/GOPtreasonous/status/1627541456360558592,GOPtreasonous,Twitter Web App,"Tallahassee, Florida",'Donald Trump is the God figure': Why a cult has become 'all-consuming' for his fans https://t.co/ZDE9KyXmpL,0,0
1399,2023-02-20 05:31:21+00:00,1627541394289041409,https://twitter.com/ClaudeP65994331/status/1627541394289041409,ClaudeP65994331,Twitter for iPhone,"Houston, TX","@RSBNetwork Well, for those that are posting supporting responses, you might want to think again before doing so. Donald Trump only cares about Donald Trump. He can care less about what’s happening to the railroads there in Ohio! Remember, he tried to overthrow our democracy!",0,0
1400,2023-02-20 05:30:56+00:00,1627541290660335616,https://twitter.com/PSuiteNetwork/status/1627541290660335616,PSuiteNetwork,Twitter Web App,NJ NYC Philly AC Central NJ,"Notably, both President Joe Biden and his predecessor Donald Trump have expressed opposition to Section 230 — but for wildly different reasons.",0,0
1401,2023-02-20 05:30:46+00:00,1627541248025460736,https://twitter.com/Levi_Arts_/status/1627541248025460736,Levi_Arts_,Twitter for Android,Ur mums house,"@d0nnietism Apparently it's about Donald Trump and someone else, I got told it was his pet cat https://t.co/MowBS4DGXK",2,0
1402,2023-02-20 05:30:33+00:00,1627541194417836032,https://twitter.com/MichaeDemitre/status/1627541194417836032,MichaeDemitre,Twitter for Android,"Hamilton, Ontario","@MayoIsSpicyy I definitely agree they don't need a serial lying, sociopathic disaster like Donald Trump in their state.",0,0
1403,2023-02-20 05:30:08+00:00,1627541089530912768,https://twitter.com/LBasemi/status/1627541089530912768,LBasemi,Twitter for Android,,"Donald Trump Jr ha detto che i deragliamenti non sono ""coincidenze"" ma parte di un attacco che parte dallo stato profondo e arriva a colpire le infrastrutture dell'America. I poteri di Washington sanno che stanno perdendo la partita e hanno deciso di attuare questi sabotaggi. https://t.co/QB4KiL1rve",39,13
1404,2023-02-20 05:30:00+00:00,1627541054395232256,https://twitter.com/MediaOpinion19/status/1627541054395232256,MediaOpinion19,TweetDeck,,"Donald Trump Cleared By Inspector General  #MAGA #TRUMP2024 #Trump

https://t.co/jXgWemnPAj",1,0
1405,2023-02-20 05:29:29+00:00,1627540924963385344,https://twitter.com/InStiG8tor_26/status/1627540924963385344,InStiG8tor_26,Twitter for iPhone,B.C. Canada,"@PierrePoilievre Reminder, Black owned a large network of newspapers in Canada and abroad between 1969-2004. Convicted of mail fraud and obstruction of justice in 2007 and served a prison sentence in the United States. Black was pardoned for his convictions in 2019 by US president Donald Trump.",0,0
1406,2023-02-20 05:29:27+00:00,1627540918772576257,https://twitter.com/CogNerd/status/1627540918772576257,CogNerd,Twitter for iPad,"Monument, CO",Note to self: Do not use Donald Trump in chatbot training set.,1,0
1407,2023-02-20 05:28:51+00:00,1627540767404183555,https://twitter.com/MsLisaM/status/1627540767404183555,MsLisaM,Twitter for Android,"Clearwater, FL","Imagine being so desperate to live in the United States, that you'd marry Donald Trump to get here.",6,1
1408,2023-02-20 05:28:32+00:00,1627540684537495553,https://twitter.com/7leaf45/status/1627540684537495553,7leaf45,Twitter for Android,Elon's freed Twitter ,Doesn't sound like you still like Trump. I really do like Ron DeSantis I think he's done a lot of great things for Florida but I don't think he's done more than Trump has and I would never vote for him for president over Donald Trump. NEVER,0,0
1409,2023-02-20 05:28:29+00:00,1627540673414189057,https://twitter.com/Bruce00758/status/1627540673414189057,Bruce00758,Twitter for Android,"Kent, WA",@btrekman1 How can you be ok with the way the country or any bid Democrat city is run.  You may hate Donald Trump but the United States is totally screwed the way is being run now.,0,0
1410,2023-02-20 05:28:18+00:00,1627540629164027904,https://twitter.com/realDaveThomas1/status/1627540629164027904,realDaveThomas1,Twitter Web App,,"@kimguilfoyle Didn't your president ""donald trump"", once side with Russian president Putin, over americans...

America first, my as*",0,0
1411,2023-02-20 05:27:58+00:00,1627540545252859904,https://twitter.com/randomtrump1/status/1627540545252859904,randomtrump1,Random Trump,,Random Trump https://t.co/oNSJdZgpV8 - #randomtrump #trump #donaldtrump #giphy #gif #gifs https://t.co/40wght2KQo,0,0
1412,2023-02-20 05:27:56+00:00,1627540534007832576,https://twitter.com/LisaMikolajczy3/status/1627540534007832576,LisaMikolajczy3,Twitter for iPhone,"Florida, USA","@JohnPodkrajac2 @TheLeoTerrell They have no evidence. They’re lying.
Jared Kushner and Donald Trump are the ones getting paid by Saudi Arabia.",0,0
1413,2023-02-20 05:27:46+00:00,1627540493549596672,https://twitter.com/MANIRAREBACass1/status/1627540493549596672,MANIRAREBACass1,Twitter for Android,Gisagara-Save,🔥JOE BIDEN vs DONALD TRUMP 🔥BURYA PREZIDA W'AMERIKA AHEMBWA AMAFARANGA M... https://t.co/LvUlCHAXZe via @YouTube,0,0
1414,2023-02-20 05:27:33+00:00,1627540438650433536,https://twitter.com/PissdrunkBrad/status/1627540438650433536,PissdrunkBrad,Twitter for iPhone,,"Sweet Home Alabama, Donald Trump, and big ole boobies are the only three reasons I wake up in the morning",0,0
1415,2023-02-20 05:25:33+00:00,1627539935153606657,https://twitter.com/primesiete/status/1627539935153606657,primesiete,Twitter for iPhone,Aqui mero!!!,"@ZazilCarreras Pues ya valió, quedaste color “Donald Trump”!",1,0
1416,2023-02-20 05:24:59+00:00,1627539793788944384,https://twitter.com/al_patten/status/1627539793788944384,al_patten,Twitter Web App,,@NikkiHaley You need to tell the country why you are better than Donald Trump. Call him out by name. Be strong.,0,0
1417,2023-02-20 05:24:20+00:00,1627539627308630016,https://twitter.com/KCL_Artist/status/1627539627308630016,KCL_Artist,Twitter for iPhone,"Los Angeles, CA",@bob29790056 @GOP I think the ignorance is all yours. Especially when I look at your page and see that you want Donald Trump to remain at 1600… How embarrassing for you.,0,0
1418,2023-02-20 05:24:18+00:00,1627539619247194112,https://twitter.com/Lib_Development/status/1627539619247194112,Lib_Development,Twitter Web App,"Chicago, IL","1. George HW Bush
2. Bill Clinton
3. Donald Trump
4. George W Bush
5. Joe Biden
6. Barack Obama",3,0
1419,2023-02-20 05:24:12+00:00,1627539594529935361,https://twitter.com/WildGrannyLoose/status/1627539594529935361,WildGrannyLoose,Twitter Web App,,President Jimmy Carter exemplifies everything Donald Trump is not!,12,2
1420,2023-02-20 05:24:12+00:00,1627539594257244161,https://twitter.com/masters_4020/status/1627539594257244161,masters_4020,Twitter Web App,"Geneseo, NY 14454","@lindyli LOL ... you going to compare the accomplishments of Jimmy Carter with Donald Trump?

Trump was a presidency of strength and accomplishments.

Carter was a presidency of total utter weakness with double digit inflation, gas lines and loss of respect around the world.",0,0
1421,2023-02-20 05:24:08+00:00,1627539579166400512,https://twitter.com/Vancouverjbird1/status/1627539579166400512,Vancouverjbird1,Twitter Web App,Vancouver WA,@elle_vonduyke Absolutely Donald Trump is the only one that I will vote for .,0,0
1422,2023-02-20 05:23:18+00:00,1627539369753186305,https://twitter.com/StellarianNoah/status/1627539369753186305,StellarianNoah,Twitter for iPhone,"Queen Creek, AZ","The pedophile Lincoln Project aka Lenin Project is a grotesque operation ran by corrupt groomer thugs hellbent on destroying Donald Trump, his associates and the MAGA Movement. Anyone who finds themselves allied with them needs to have a reality check. The Lenin Project is a joke…",1,0
1423,2023-02-20 05:23:12+00:00,1627539346050936834,https://twitter.com/GOPPopuli/status/1627539346050936834,GOPPopuli,Twitter for iPhone,"Fort Worth, TX","Ideal Republican Party (not a joke this time): 

- The Fiscal Policy of Chris Smith
- The Social Policy of Larry Hogan
- The Cultural Policy of Ron DeSantis
- The Foreign Policy of Donald Trump (hurts to say)
- The Integrity of Mike Pence
- The Rhetoric of Brian Kemp",6,1
1424,2023-02-20 05:23:04+00:00,1627539311116648449,https://twitter.com/randomtrump1/status/1627539311116648449,randomtrump1,Random Trump,,Random Trump https://t.co/NbyZOcn7zO - #randomtrump #trump #donaldtrump #giphy #gif #gifs https://t.co/TyOsJfzNQk,0,0
1425,2023-02-20 05:23:00+00:00,1627539292472983561,https://twitter.com/Real22Patriot/status/1627539292472983561,Real22Patriot,TweetDeck, ,"The Supreme Court Rules on Donald Trump’s Demand
https://t.co/gG6wkdbdMV",0,0
1426,2023-02-20 05:22:39+00:00,1627539206284394496,https://twitter.com/AdamNBednarczyk/status/1627539206284394496,AdamNBednarczyk,Twitter Web App,"Sydney, New South Wales",This has the same energy as Donald Trump dancing on stage while YMCA is on background.,0,0
1427,2023-02-20 05:22:01+00:00,1627539046317838337,https://twitter.com/Odinsonschild/status/1627539046317838337,Odinsonschild,Twitter Web App,California USA,#trump #maga #donaldtrump #usa #republican #conservative #america  🇺🇸 https://t.co/M69uEeGHbJ,1,0
1428,2023-02-20 05:21:07+00:00,1627538821725167616,https://twitter.com/wern_eve/status/1627538821725167616,wern_eve,Twitter for Android,,"SCOTUS Decides to Reconsider Case That Could Remove Joe Biden from Office and Reinstate Donald Trump
https://t.co/f0xOdwSyl8",0,0
1429,2023-02-20 05:21:07+00:00,1627538821381296130,https://twitter.com/mrz190/status/1627538821381296130,mrz190,Twitter Web App,Texas,@Acyn It only applies to Donald Trump and any attorneys who conspired with his schemes.,0,0
1430,2023-02-20 05:20:19+00:00,1627538618737721346,https://twitter.com/mikeqc1975/status/1627538618737721346,mikeqc1975,Twitter Web App,"Roanoke, Virginia",We Can’t Believe What Fox Hosts Said About Donald Trump In New Court Filing https://t.co/bsZnRYA1mi via @Yahoo,0,0
1431,2023-02-20 05:20:11+00:00,1627538586454134784,https://twitter.com/SheldonMcauley/status/1627538586454134784,SheldonMcauley,Twitter for Android,,@ValRoss721 Thank you Donald Trump please save us from these corrupt A holes trying to destroy America. Ypu one the last election they just rigged it electronically,0,0
1432,2023-02-20 05:20:00+00:00,1627538537531801600,https://twitter.com/VoiceMaga/status/1627538537531801600,VoiceMaga,TweetDeck,,"Former President Donald Trump’s Supporters Made 2 Moves To defend Him

https://t.co/VdF68dNWid",1,1
1433,2023-02-20 05:19:48+00:00,1627538487955038209,https://twitter.com/careyz/status/1627538487955038209,careyz,Hootsuite Inc.,Vietnam,"Donald Trump Jr. said he lived off gas station sushi for a year when his family financially cut him off
""I was cut off, the only thing that they didn't cut off because they forgot was my gas card, so I had a car and a gas card,"" Trump said. https://t.co/rMXu68pObU",0,0
1434,2023-02-20 05:19:19+00:00,1627538366723166208,https://twitter.com/Elizabethuphol2/status/1627538366723166208,Elizabethuphol2,Twitter for Android,,"@FoxNews People can say what they want about Donald Trump, but our country as well as other countries were safer because he DID NOT show weakness on the world stage.",3,0
1435,2023-02-20 05:19:16+00:00,1627538356283523073,https://twitter.com/Seanatonin/status/1627538356283523073,Seanatonin,Twitter for iPhone,Destination Unknown,"Be like Jimmy Carter, not Diaper Donald Trump",2,0
1436,2023-02-20 05:19:09+00:00,1627538325358755841,https://twitter.com/iowabeast77/status/1627538325358755841,iowabeast77,Twitter for Android,,"@StrikePac @ericswalwell Most of them are just as bad, if not worse, than the democrats. Uniparty ,Establishment scum. It's the reason we have Donald Trump. And why Trump is going to win 2024",2,0
1437,2023-02-20 05:19:03+00:00,1627538299999887360,https://twitter.com/RobertP75574765/status/1627538299999887360,RobertP75574765,Twitter for iPhone,,BULL SHIT TO! They ran out the of ammo for PRESIDENT DONALD TRUMP so they switched to PUTIN,0,0
1438,2023-02-20 05:18:35+00:00,1627538181175513088,https://twitter.com/GarciaRfgarcia/status/1627538181175513088,GarciaRfgarcia,Twitter for iPhone,,"@RonnyJacksonTX What are you 12 years old? You are conveniently dismissing that it was diabolical Donald Trump that ignored the pandemic warnings. That caused the nation wide lockdowns, supply chain issues, killed 1 million Americans &amp; shut down the economy. The mess was caused Trump not Biden,",0,0
1439,2023-02-20 05:18:32+00:00,1627538168017784833,https://twitter.com/FXKML/status/1627538168017784833,FXKML,Twitter Web App,,@JDMatlock1 @tommyegan1776 @TheCalvinCooli1 The definition of fake news is anything insulting or inconvenient to Donald Trump.,0,0
1440,2023-02-20 05:18:18+00:00,1627538111562412032,https://twitter.com/AmericanMade__/status/1627538111562412032,AmericanMade__,Twitter for iPhone,MAGA Country,Great article by ⁦@GavinWax There Is No ‘Trumpism’ Without Trump Donald Trump is still the outsider in the game of politics The Elites Want To Bring The GOP Back To The Bush Era Mass Immigration and Corporate Greed Donald Trump is 100% America First https://t.co/44JK7wfmIv,0,0
1441,2023-02-20 05:18:02+00:00,1627538043925147648,https://twitter.com/HowardGutterman/status/1627538043925147648,HowardGutterman,Twitter for Android,,DID THE CCP STRATEGISTS HAVE TO DEVISE SOMETHING SO DESPERATE IN THEIR OWN SELF INTERESTS  IN AN ATTEMPT TO KEEP DONALD TRUMP FROM BEING RE - ELECTED DUE TO U.S. PUBLIC OPINION TURNING SIGNIFICANTLY AGAINST JOE BIDEN? PLEASE SEE MY THEORY BELOW! THANK YOU!,0,0
1442,2023-02-20 05:17:59+00:00,1627538032864776194,https://twitter.com/randomtrump1/status/1627538032864776194,randomtrump1,Random Trump,,Random Trump https://t.co/AK91DSj1BJ - #randomtrump #trump #donaldtrump #giphy #gif #gifs https://t.co/ViLPoGu49P,0,0
1443,2023-02-20 05:16:56+00:00,1627537768199999489,https://twitter.com/letsgoravens/status/1627537768199999489,letsgoravens,Twitter for Android,"Baltimore, MD",@DavidBo51626863 @danconnolly2016 it is eerie how similar John Angelos is to Donald Trump.  very eerie,0,0
1444,2023-02-20 05:16:53+00:00,1627537756355190785,https://twitter.com/logicaldebate/status/1627537756355190785,logicaldebate,Twitter for Android,New South Africa,"@RonnyJacksonTX No president has done more damage to either the Presidency or to America than Donald Trump!
Not even Richard Nixon!
The sooner Trump is behind bars, the better!",1,0
1445,2023-02-20 05:16:17+00:00,1627537604479537154,https://twitter.com/MostafaMaleki20/status/1627537604479537154,MostafaMaleki20,Twitter Web App,I.R. Iran Teheran,"Gut zu merken: 
""Ein Atomabkommen mit dem Iran war gescheitert, als der damalige US-Präsident Donald Trump sein Land im Jahr 2018 aus dem Abkommen nahm und erneut Sanktionen verhängte."" #JCPOA",0,0
1446,2023-02-20 05:16:02+00:00,1627537542575968257,https://twitter.com/CA_tea/status/1627537542575968257,CA_tea,Twitter Web App,USA,"@Samwiswe @daddy38456 De Santis had his own NFT's.  And:
'Gov. Ron DeSantis of Florida is selling a gold membership card for his gubernatorial campaign.
.. bears an image of grinning DeSantis next to ""FLORIDA FIRST FIGHTER."" debuting close to a year after Donald Trump launched his own brand of cards.",4,1
1447,2023-02-20 05:15:59+00:00,1627537529208508419,https://twitter.com/PissdrunkBrad/status/1627537529208508419,PissdrunkBrad,Twitter for iPhone,,"I shit my pants again at the bar and everyone’s mad, never seen a guy shit himself at the bar on a Sunday?? Grow up and vote Donald Trump 2024",2,0
